index,type,name,resident,streamed,parentStack
368,image,i_t7_ba_momoi_coat_c,277,22413312,|mc/mtl_t7_ba_momoi_coat|material|c_t7_dlchd_dempsey_waw_viewlegs|xmodel|zone_source/core_mod.zone|csv
369,material,mc/mtl_t7_ba_momoi_coat,859,0,|c_t7_dlchd_dempsey_waw_viewlegs|xmodel|zone_source/core_mod.zone|csv
370,image,i_t7_ba_momoi_clothes_c,280,22413312,|mc/mtl_t7_ba_momoi_clothes|material|c_t7_dlchd_dempsey_waw_viewlegs|xmodel|zone_source/core_mod.zone|csv
371,material,mc/mtl_t7_ba_momoi_clothes,856,0,|c_t7_dlchd_dempsey_waw_viewlegs|xmodel|zone_source/core_mod.zone|csv
372,xmodelmesh,t7_ba_momoi_fb37170d38,1488,2102672,|c_t7_zm_dlchd_moon_pressuresuit_dempsey_mpc|xmodel|zone_source/core_mod.zone|csv
373,xmodel,t7_ba_momoi_fb_mpc,6220,0,|pbt_ba_body_momoi|playerbodystyle|pbt_ba_momoi|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
374,xmodelmesh,t7_ba_momoi_viewhandsca0ceba8,760,325168,|c_t7_dlchd_dempsey_waw_viewhands|xmodel|zone_source/core_mod.zone|csv
375,xmodel,t7_ba_momoi_viewhands,3580,0,|pbt_ba_body_momoi|playerbodystyle|pbt_ba_momoi|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
376,xmodelmesh,t7_ba_momoi_viewlegs7d87f07a,984,798192,|c_t7_dlchd_dempsey_waw_viewlegs|xmodel|zone_source/core_mod.zone|csv
377,xmodel,t7_ba_momoi_viewlegs,5380,0,|pbt_ba_body_momoi|playerbodystyle|pbt_ba_momoi|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
378,xmodelmesh,t7_ba_momoi_body_mp9d612cce,1128,1212240,|t7_ba_momoi_body_mpc|xmodel|pbt_ba_body_momoi|playerbodystyle|pbt_ba_momoi|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
379,xmodel,t7_ba_momoi_body_mpc,5396,0,|pbt_ba_body_momoi|playerbodystyle|pbt_ba_momoi|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
380,xmodel,c_zom_zod_beast_mpc_fb,24,0,|pbt_zm_zod_body_beast|playerbodystyle|pbt_ba_momoi|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
381,xmodel,c_zom_beastmode_test_viewarms,31,0,|pbt_zm_zod_body_beast|playerbodystyle|pbt_ba_momoi|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
382,image,i_t7_ba_shiroko_halo_c,631,0,|mc/mtl_t7_ba_shiroko_halo|material|t7_ba_shiroko_fb|xmodel|zone_source/core_mod.zone|csv
383,material,mc/mtl_t7_ba_shiroko_halo,858,0,|t7_ba_shiroko_fb|xmodel|zone_source/core_mod.zone|csv
384,image,i_t7_ba_shiroko_face_c,183,1459968,|mc/mtl_t7_ba_shiroko_face|material|t7_ba_shiroko_fb|xmodel|zone_source/core_mod.zone|csv
385,material,mc/mtl_t7_ba_shiroko_face,857,0,|t7_ba_shiroko_fb|xmodel|zone_source/core_mod.zone|csv
386,image,i_t7_ba_shiroko_etc_c,278,5636096,|mc/mtl_t7_ba_shiroko_etc|material|t7_ba_shiroko_fb|xmodel|zone_source/core_mod.zone|csv
387,material,mc/mtl_t7_ba_shiroko_etc,1050,0,|t7_ba_shiroko_fb|xmodel|zone_source/core_mod.zone|csv
388,image,i_t7_ba_shiroko_body_c,279,5636096,|mc/mtl_t7_ba_shiroko_body|material|t7_ba_shiroko_fb|xmodel|zone_source/core_mod.zone|csv
389,material,mc/mtl_t7_ba_shiroko_body,857,0,|t7_ba_shiroko_fb|xmodel|zone_source/core_mod.zone|csv
390,image,i_t7_ba_shiroko_clothes_c,282,5636096,|mc/mtl_t7_ba_shiroko_clothes|material|t7_ba_shiroko_fb|xmodel|zone_source/core_mod.zone|csv
391,material,mc/mtl_t7_ba_shiroko_clothes,870,0,|t7_ba_shiroko_fb|xmodel|zone_source/core_mod.zone|csv
392,image,i_t7_ba_shiroko_hair_c,279,5636096,|mc/mtl_t7_ba_shiroko_hair|material|t7_ba_shiroko_fb|xmodel|zone_source/core_mod.zone|csv
393,material,mc/mtl_t7_ba_shiroko_hair,857,0,|t7_ba_shiroko_fb|xmodel|zone_source/core_mod.zone|csv
394,xmodelmesh,t7_ba_shiroko_fbd8afaede,1296,3613712,|c_zom_zod_boxer_mpc_fb|xmodel|zone_source/core_mod.zone|csv
395,xmodel,c_zom_zod_boxer_mpc_fb,5820,0,|zone_source/core_mod.zone|csv
396,xmodelmesh,t7_ba_shiroko_viewhands8ba12695,408,398816,|c_zom_zod_boxer_viewhands|xmodel|zone_source/core_mod.zone|csv
397,xmodel,c_zom_zod_boxer_viewhands,3544,0,|zone_source/core_mod.zone|csv
398,xmodelmesh,t7_ba_shiroko_viewlegs45ec2e6e,520,1024800,|c_zom_zod_boxer_viewlegs|xmodel|zone_source/core_mod.zone|csv
399,xmodel,c_zom_zod_boxer_viewlegs,5348,0,|zone_source/core_mod.zone|csv
400,xmodelmesh,t7_ba_shiroko_viewbody9e4cea06,632,1352576,|c_zom_zod_boxer_viewbody|xmodel|zone_source/core_mod.zone|csv
401,xmodel,c_zom_zod_boxer_viewbody,5364,0,|zone_source/core_mod.zone|csv
402,image,i_t7_ba_fubuki_clothes_c,281,1408880,|mc/mtl_t7_ba_fubuki_clothes|material|t7_ba_fubuki_fb|xmodel|zone_source/core_mod.zone|csv
403,material,mc/mtl_t7_ba_fubuki_clothes,867,0,|t7_ba_fubuki_fb|xmodel|zone_source/core_mod.zone|csv
404,image,i_t7_ba_fubuki_cap_c,277,393216,|mc/mtl_t7_ba_fubuki_cap|material|t7_ba_fubuki_fb|xmodel|zone_source/core_mod.zone|csv
405,material,mc/mtl_t7_ba_fubuki_cap,859,0,|t7_ba_fubuki_fb|xmodel|zone_source/core_mod.zone|csv
406,image,i_t7_ba_fubuki_extras_c,280,1441792,|mc/mtl_t7_ba_fubuki_extras|material|t7_ba_fubuki_fb|xmodel|zone_source/core_mod.zone|csv
407,material,mc/mtl_t7_ba_fubuki_extras,1048,0,|t7_ba_fubuki_fb|xmodel|zone_source/core_mod.zone|csv
408,image,i_t7_ba_fubuki_body_c,278,5636096,|mc/mtl_t7_ba_fubuki_body|material|t7_ba_fubuki_fb|xmodel|zone_source/core_mod.zone|csv
409,material,mc/mtl_t7_ba_fubuki_body,858,0,|t7_ba_fubuki_fb|xmodel|zone_source/core_mod.zone|csv
410,image,i_t7_ba_fubuki_face_c,278,1441792,|mc/mtl_t7_ba_fubuki_face|material|t7_ba_fubuki_fb|xmodel|zone_source/core_mod.zone|csv
411,material,mc/mtl_t7_ba_fubuki_face,858,0,|t7_ba_fubuki_fb|xmodel|zone_source/core_mod.zone|csv
412,image,i_t7_ba_fubuki_hair_c,278,1441792,|mc/mtl_t7_ba_fubuki_hair|material|t7_ba_fubuki_fb|xmodel|zone_source/core_mod.zone|csv
413,material,mc/mtl_t7_ba_fubuki_hair,858,0,|t7_ba_fubuki_fb|xmodel|zone_source/core_mod.zone|csv
414,image,i_t7_ba_fubuki_halo_c,1654,0,|mc/mtl_t7_ba_fubuki_halo|material|t7_ba_fubuki_fb|xmodel|zone_source/core_mod.zone|csv
415,material,mc/mtl_t7_ba_fubuki_halo,858,0,|t7_ba_fubuki_fb|xmodel|zone_source/core_mod.zone|csv
416,xmodelmesh,t7_ba_fubuki_fbc7235632,1416,3499312,|c_zom_zod_detective_mpc_fb|xmodel|zone_source/core_mod.zone|csv
417,xmodel,c_zom_zod_detective_mpc_fb,5840,0,|zone_source/core_mod.zone|csv
418,xmodelmesh,t7_ba_fubuki_viewhandscab5fe4d,408,257456,|c_zom_zod_detective_viewhands|xmodel|zone_source/core_mod.zone|csv
419,xmodel,c_zom_zod_detective_viewhands,3548,0,|zone_source/core_mod.zone|csv
420,xmodelmesh,t7_ba_fubuki_viewlegs6bc95dd8,560,1209248,|c_zom_zod_detective_viewlegs|xmodel|zone_source/core_mod.zone|csv
421,xmodel,c_zom_zod_detective_viewlegs,5356,0,|zone_source/core_mod.zone|csv
422,xmodelmesh,t7_ba_fubuki_viewbody10ce8415,760,1450480,|c_zom_zod_detective_viewbody|xmodel|zone_source/core_mod.zone|csv
423,xmodel,c_zom_zod_detective_viewbody,5376,0,|zone_source/core_mod.zone|csv
424,image,i_t7_ba_yuuka_other_c,182,5642128,|mc/mtl_t7_ba_yuuka_other|material|t7_ba_yuuka_fb|xmodel|zone_source/core_mod.zone|csv
425,material,mc/mtl_t7_ba_yuuka_other,858,0,|t7_ba_yuuka_fb|xmodel|zone_source/core_mod.zone|csv
426,image,i_t7_ba_yuuka_suit_c,277,5636096,|mc/mtl_t7_ba_yuuka_suit|material|t7_ba_yuuka_fb|xmodel|zone_source/core_mod.zone|csv
427,material,mc/mtl_t7_ba_yuuka_suit,859,0,|t7_ba_yuuka_fb|xmodel|zone_source/core_mod.zone|csv
428,image,i_t7_ba_yuuka_head_c,277,5636096,|mc/mtl_t7_ba_yuuka_head|material|t7_ba_yuuka_fb|xmodel|zone_source/core_mod.zone|csv
429,material,mc/mtl_t7_ba_yuuka_head,859,0,|t7_ba_yuuka_fb|xmodel|zone_source/core_mod.zone|csv
430,image,i_t7_ba_yuuka_hair_c,277,5636096,|mc/mtl_t7_ba_yuuka_hair|material|t7_ba_yuuka_fb|xmodel|zone_source/core_mod.zone|csv
431,material,mc/mtl_t7_ba_yuuka_hair,859,0,|t7_ba_yuuka_fb|xmodel|zone_source/core_mod.zone|csv
432,image,i_t7_ba_yuuka_coat_c,277,5636096,|mc/mtl_t7_ba_yuuka_coat|material|t7_ba_yuuka_fb|xmodel|zone_source/core_mod.zone|csv
433,material,mc/mtl_t7_ba_yuuka_coat,859,0,|t7_ba_yuuka_fb|xmodel|zone_source/core_mod.zone|csv
434,image,i_t7_ba_yuuka_body_c,277,5636096,|mc/mtl_t7_ba_yuuka_body|material|t7_ba_yuuka_fb|xmodel|zone_source/core_mod.zone|csv
435,material,mc/mtl_t7_ba_yuuka_body,859,0,|t7_ba_yuuka_fb|xmodel|zone_source/core_mod.zone|csv
436,xmodelmesh,t7_ba_yuuka_fb485531b9,1536,3232992,|c_zom_zod_femme_mpc_fb|xmodel|zone_source/core_mod.zone|csv
437,xmodel,c_zom_zod_femme_mpc_fb,5844,0,|zone_source/core_mod.zone|csv
438,xmodelmesh,t7_ba_yuuka_viewhands60664052,496,396912,|c_zom_zod_femme_viewhands|xmodel|zone_source/core_mod.zone|csv
439,xmodel,c_zom_zod_femme_viewhands,3556,0,|zone_source/core_mod.zone|csv
440,xmodelmesh,t7_ba_yuuka_viewlegs2b59b33f,1096,2004832,|c_zom_zod_femme_viewlegs|xmodel|zone_source/core_mod.zone|csv
441,xmodel,c_zom_zod_femme_viewlegs,5412,0,|zone_source/core_mod.zone|csv
442,xmodelmesh,t7_ba_yuuka_viewbody62fb8838,1104,2096864,|c_zom_zod_femme_viewbody|xmodel|zone_source/core_mod.zone|csv
443,xmodel,c_zom_zod_femme_viewbody,5408,0,|zone_source/core_mod.zone|csv
444,image,i_t7_ba_mari_body_c,276,5637744,|mc/mtl_t7_ba_mari_body|material|t7_ba_mari_fb|xmodel|zone_source/core_mod.zone|csv
445,material,mc/mtl_t7_ba_mari_body,856,0,|t7_ba_mari_fb|xmodel|zone_source/core_mod.zone|csv
446,image,i_t7_ba_mari_clothes_c,279,5636096,|mc/mtl_t7_ba_mari_clothes|material|t7_ba_mari_fb|xmodel|zone_source/core_mod.zone|csv
447,material,mc/mtl_t7_ba_mari_clothes,857,0,|t7_ba_mari_fb|xmodel|zone_source/core_mod.zone|csv
448,image,i_t7_ba_mari_hair_c,276,5636096,|mc/mtl_t7_ba_mari_hair|material|t7_ba_mari_fb|xmodel|zone_source/core_mod.zone|csv
449,material,mc/mtl_t7_ba_mari_hair,860,0,|t7_ba_mari_fb|xmodel|zone_source/core_mod.zone|csv
450,image,i_t7_ba_mari_face_c,276,5636096,|mc/mtl_t7_ba_mari_face|material|t7_ba_mari_fb|xmodel|zone_source/core_mod.zone|csv
451,material,mc/mtl_t7_ba_mari_face,860,0,|t7_ba_mari_fb|xmodel|zone_source/core_mod.zone|csv
452,xmodelmesh,t7_ba_mari_fbff0439f1,936,1997280,|c_zom_zod_magician_mpc_fb|xmodel|zone_source/core_mod.zone|csv
453,xmodel,c_zom_zod_magician_mpc_fb,5792,0,|zone_source/core_mod.zone|csv
454,xmodelmesh,t7_ba_mari_viewhands755fc1e4,408,313488,|c_zom_zod_magician_viewhands|xmodel|zone_source/core_mod.zone|csv
455,xmodel,c_zom_zod_magician_viewhands,3548,0,|zone_source/core_mod.zone|csv
456,xmodelmesh,t7_ba_mari_viewlegs36183317,520,806288,|c_zom_zod_magician_viewlegs|xmodel|zone_source/core_mod.zone|csv
457,xmodel,c_zom_zod_magician_viewlegs,5348,0,|zone_source/core_mod.zone|csv
458,xmodelmesh,t7_ba_mari_viewbody7c3c4da7,408,1001152,|c_zom_zod_magician_viewbody|xmodel|zone_source/core_mod.zone|csv
459,xmodel,c_zom_zod_magician_viewbody,5340,0,|zone_source/core_mod.zone|csv
460,image,i_t7_ba_shigure_halo_c,1655,0,|mc/mtl_t7_ba_shigure_halo|material|c_t7_zm_dlchd_moon_pressuresuit_nikolai_mpc|xmodel|zone_source/core_mod.zone|csv
461,material,mc/mtl_t7_ba_shigure_halo,861,0,|c_t7_zm_dlchd_moon_pressuresuit_nikolai_mpc|xmodel|zone_source/core_mod.zone|csv
462,image,i_t7_ba_shigure_eyes_c,183,5646656,|mc/mtl_t7_ba_shigure_eyes|material|c_t7_zm_dlchd_moon_pressuresuit_nikolai_mpc|xmodel|zone_source/core_mod.zone|csv
463,material,mc/mtl_t7_ba_shigure_eyes,1049,0,|c_t7_zm_dlchd_moon_pressuresuit_nikolai_mpc|xmodel|zone_source/core_mod.zone|csv
464,image,i_t7_ba_shigure_outfit_c,281,5636096,|mc/mtl_t7_ba_shigure_outfit|material|c_t7_zm_dlchd_moon_pressuresuit_nikolai_mpc|xmodel|zone_source/core_mod.zone|csv
465,material,mc/mtl_t7_ba_shigure_outfit,871,0,|c_t7_zm_dlchd_moon_pressuresuit_nikolai_mpc|xmodel|zone_source/core_mod.zone|csv
466,image,i_t7_ba_shigure_cape_c,279,5636096,|mc/mtl_t7_ba_shigure_cape|material|c_t7_zm_dlchd_moon_pressuresuit_nikolai_mpc|xmodel|zone_source/core_mod.zone|csv
467,material,mc/mtl_t7_ba_shigure_cape,1049,0,|c_t7_zm_dlchd_moon_pressuresuit_nikolai_mpc|xmodel|zone_source/core_mod.zone|csv
468,image,i_t7_ba_shigure_hair_c,279,5636096,|mc/mtl_t7_ba_shigure_hair|material|c_t7_zm_dlchd_moon_pressuresuit_nikolai_mpc|xmodel|zone_source/core_mod.zone|csv
469,material,mc/mtl_t7_ba_shigure_hair,857,0,|c_t7_zm_dlchd_moon_pressuresuit_nikolai_mpc|xmodel|zone_source/core_mod.zone|csv
470,image,i_t7_ba_shigure_face_c,279,1441792,|mc/mtl_t7_ba_shigure_face|material|c_t7_zm_dlchd_moon_pressuresuit_nikolai_mpc|xmodel|zone_source/core_mod.zone|csv
471,material,mc/mtl_t7_ba_shigure_face,857,0,|c_t7_zm_dlchd_moon_pressuresuit_nikolai_mpc|xmodel|zone_source/core_mod.zone|csv
472,image,i_t7_ba_shigure_eyewhites_c,284,393216,|mc/mtl_t7_ba_shigure_eyewhites|material|c_t7_zm_dlchd_moon_pressuresuit_nikolai_mpc|xmodel|zone_source/core_mod.zone|csv
473,material,mc/mtl_t7_ba_shigure_eyewhites,868,0,|c_t7_zm_dlchd_moon_pressuresuit_nikolai_mpc|xmodel|zone_source/core_mod.zone|csv
474,xmodelmesh,t7_ba_shigure_fbc4e1a8da,1520,4021920,|c_t7_zm_dlchd_moon_pressuresuit_nikolai_mpc|xmodel|zone_source/core_mod.zone|csv
475,xmodel,t7_ba_shigure_fb_mpc,5844,0,|pbt_ba_body_shigure|playerbodystyle|pbt_ba_shigure|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
476,image,i_t7_ba_shigure_gray_c,279,1417568,|mc/mtl_t7_ba_shigure_gray|material|c_t7_zm_dlchd_nikolai_waw_viewhands|xmodel|zone_source/core_mod.zone|csv
477,material,mc/mtl_t7_ba_shigure_gray,853,0,|c_t7_zm_dlchd_nikolai_waw_viewhands|xmodel|zone_source/core_mod.zone|csv
478,image,i_t7_ba_shigure_sweater_c,282,22413312,|mc/mtl_t7_ba_shigure_sweater|material|c_t7_zm_dlchd_nikolai_waw_viewhands|xmodel|zone_source/core_mod.zone|csv
479,material,mc/mtl_t7_ba_shigure_sweater,870,0,|c_t7_zm_dlchd_nikolai_waw_viewhands|xmodel|zone_source/core_mod.zone|csv
480,image,i_t7_ba_shigure_gloves_c,281,1441792,|mc/mtl_t7_ba_shigure_gloves|material|c_t7_zm_dlchd_nikolai_waw_viewhands|xmodel|zone_source/core_mod.zone|csv
481,material,mc/mtl_t7_ba_shigure_gloves,871,0,|c_t7_zm_dlchd_nikolai_waw_viewhands|xmodel|zone_source/core_mod.zone|csv
482,xmodelmesh,t7_ba_shigure_viewhandsfc75346d,752,483792,|c_t7_zm_dlchd_nikolai_waw_viewhands|xmodel|zone_source/core_mod.zone|csv
483,xmodel,t7_ba_shigure_viewhands,11768,0,|pbt_ba_body_shigure|playerbodystyle|pbt_ba_shigure|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
484,image,i_t7_ba_shigure_legs_c,279,5611056,|mc/mtl_t7_ba_shigure_legs|material|c_t7_zm_dlchd_nikolai_waw_viewlegs|xmodel|zone_source/core_mod.zone|csv
485,material,mc/mtl_t7_ba_shigure_legs,865,0,|c_t7_zm_dlchd_nikolai_waw_viewlegs|xmodel|zone_source/core_mod.zone|csv
486,xmodelmesh,t7_ba_shigure_viewlegse720b461,568,1077488,|c_t7_zm_dlchd_nikolai_waw_viewlegs|xmodel|zone_source/core_mod.zone|csv
487,xmodel,t7_ba_shigure_viewlegs,5344,0,|pbt_ba_body_shigure|playerbodystyle|pbt_ba_shigure|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
488,xmodelmesh,t7_ba_shigure_viewbody6224a029,752,1625424,|t7_ba_shigure_viewbody|xmodel|pbt_ba_body_shigure|playerbodystyle|pbt_ba_shigure|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
489,xmodel,t7_ba_shigure_viewbody,5368,0,|pbt_ba_body_shigure|playerbodystyle|pbt_ba_shigure|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
490,image,i_t7_ba_new_aru_hair_c,279,115136,|mc/mtl_t7_ba_new_aru_hair|material|c_t7_zm_dlchd_moon_pressuresuit_richtofen_mpc|xmodel|zone_source/core_mod.zone|csv
491,material,mc/mtl_t7_ba_new_aru_hair,857,0,|c_t7_zm_dlchd_moon_pressuresuit_richtofen_mpc|xmodel|zone_source/core_mod.zone|csv
492,image,i_t7_ba_new_aru_clothes_c,282,1441792,|mc/mtl_t7_ba_new_aru_clothes|material|c_t7_zm_dlchd_moon_pressuresuit_richtofen_mpc|xmodel|zone_source/core_mod.zone|csv
493,material,mc/mtl_t7_ba_new_aru_clothes,870,0,|c_t7_zm_dlchd_moon_pressuresuit_richtofen_mpc|xmodel|zone_source/core_mod.zone|csv
494,image,i_t7_ba_new_aru_face_c,279,131072,|mc/mtl_t7_ba_new_aru_face|material|c_t7_zm_dlchd_moon_pressuresuit_richtofen_mpc|xmodel|zone_source/core_mod.zone|csv
495,material,mc/mtl_t7_ba_new_aru_face,857,0,|c_t7_zm_dlchd_moon_pressuresuit_richtofen_mpc|xmodel|zone_source/core_mod.zone|csv
496,image,i_t7_ba_new_aru_body_c,279,5636096,|mc/mtl_t7_ba_new_aru_body|material|c_t7_zm_dlchd_moon_pressuresuit_richtofen_mpc|xmodel|zone_source/core_mod.zone|csv
497,material,mc/mtl_t7_ba_new_aru_body,857,0,|c_t7_zm_dlchd_moon_pressuresuit_richtofen_mpc|xmodel|zone_source/core_mod.zone|csv
498,image,i_t7_ba_new_aru_eyes_c,279,65536,|mc/mtl_t7_ba_new_aru_eyes|material|c_t7_zm_dlchd_moon_pressuresuit_richtofen_mpc|xmodel|zone_source/core_mod.zone|csv
499,material,mc/mtl_t7_ba_new_aru_eyes,857,0,|c_t7_zm_dlchd_moon_pressuresuit_richtofen_mpc|xmodel|zone_source/core_mod.zone|csv
500,image,i_t7_ba_new_aru_extras_c,297,742752,|mc/mtl_t7_ba_new_aru_extras|material|c_t7_zm_dlchd_moon_pressuresuit_richtofen_mpc|xmodel|zone_source/core_mod.zone|csv
501,material,mc/mtl_t7_ba_new_aru_extras,1063,0,|c_t7_zm_dlchd_moon_pressuresuit_richtofen_mpc|xmodel|zone_source/core_mod.zone|csv
502,image,i_t7_ba_aru_halo_c,611,0,|mc/mtl_t7_ba_aru_halo|material|c_t7_zm_dlchd_moon_pressuresuit_richtofen_mpc|xmodel|zone_source/core_mod.zone|csv
503,material,mc/mtl_t7_ba_aru_halo,861,0,|c_t7_zm_dlchd_moon_pressuresuit_richtofen_mpc|xmodel|zone_source/core_mod.zone|csv
504,xmodelmesh,t7_ba_new_aru_fbf562aca4,1568,2133152,|c_t7_zm_dlchd_moon_pressuresuit_richtofen_mpc|xmodel|zone_source/core_mod.zone|csv
505,xmodel,c_t7_zm_dlchd_richtofen_waw_mpc_fb,10956,0,|zone_source/core_mod.zone|csv
506,xmodelmesh,t7_ba_new_aru_viewhands9d306c41,408,405072,|c_t7_zm_dlchd_richtofen_waw_viewhands|xmodel|zone_source/core_mod.zone|csv
507,xmodel,c_t7_zm_dlchd_richtofen_waw_viewhands,3560,0,|zone_source/core_mod.zone|csv
508,xmodelmesh,t7_ba_new_aru_viewlegsb4f9c354,704,1152384,|c_t7_zm_dlchd_richtofen_waw_viewlegs|xmodel|zone_source/core_mod.zone|csv
509,xmodel,c_t7_zm_dlchd_richtofen_waw_viewlegs,10136,0,|zone_source/core_mod.zone|csv
510,xmodelmesh,t7_ba_new_aru_viewbodycc4fd362,744,1572752,|t7_ba_aru_viewbody|xmodel|zone_source/core_mod.zone|csv
511,xmodel,t7_ba_aru_viewbody,5800,0,|zone_source/core_mod.zone|csv
512,image,i_t7_ba_izuna_body_c,181,5593760,|mc/mtl_t7_ba_izuna_body|material|c_t7_zm_dlchd_moon_pressuresuit_takeo_mpc|xmodel|zone_source/core_mod.zone|csv
513,material,mc/mtl_t7_ba_izuna_body,855,0,|c_t7_zm_dlchd_moon_pressuresuit_takeo_mpc|xmodel|zone_source/core_mod.zone|csv
514,image,i_t7_ba_izuna_halo_c,1653,0,|mc/mtl_t7_ba_izuna_halo|material|c_t7_zm_dlchd_moon_pressuresuit_takeo_mpc|xmodel|zone_source/core_mod.zone|csv
515,material,mc/mtl_t7_ba_izuna_halo,859,0,|c_t7_zm_dlchd_moon_pressuresuit_takeo_mpc|xmodel|zone_source/core_mod.zone|csv
516,image,i_t7_ba_izuna_face_c,181,1441792,|mc/mtl_t7_ba_izuna_face|material|c_t7_zm_dlchd_moon_pressuresuit_takeo_mpc|xmodel|zone_source/core_mod.zone|csv
517,material,mc/mtl_t7_ba_izuna_face,859,0,|c_t7_zm_dlchd_moon_pressuresuit_takeo_mpc|xmodel|zone_source/core_mod.zone|csv
518,image,i_t7_ba_izuna_face_extra_c,283,1441792,|mc/mtl_t7_ba_izuna_face_extra|material|c_t7_zm_dlchd_moon_pressuresuit_takeo_mpc|xmodel|zone_source/core_mod.zone|csv
519,material,mc/mtl_t7_ba_izuna_face_extra,1061,0,|c_t7_zm_dlchd_moon_pressuresuit_takeo_mpc|xmodel|zone_source/core_mod.zone|csv
520,image,i_t7_ba_izuna_clothes_c,280,1441792,|mc/mtl_t7_ba_izuna_clothes_hands|material|c_t7_zm_dlchd_takeo_waw_viewhands|xmodel|zone_source/core_mod.zone|csv
521,material,mc/mtl_t7_ba_izuna_clothes,1048,0,|c_t7_zm_dlchd_moon_pressuresuit_takeo_mpc|xmodel|zone_source/core_mod.zone|csv
522,image,i_t7_ba_izuna_scarf_c,5750,0,|mc/mtl_t7_ba_izuna_scarf|material|c_t7_zm_dlchd_moon_pressuresuit_takeo_mpc|xmodel|zone_source/core_mod.zone|csv
523,material,mc/mtl_t7_ba_izuna_scarf,858,0,|c_t7_zm_dlchd_moon_pressuresuit_takeo_mpc|xmodel|zone_source/core_mod.zone|csv
524,image,i_t7_ba_izuna_hair_c,181,1441792,|mc/mtl_t7_ba_izuna_hair|material|c_t7_zm_dlchd_moon_pressuresuit_takeo_mpc|xmodel|zone_source/core_mod.zone|csv
525,material,mc/mtl_t7_ba_izuna_hair,859,0,|c_t7_zm_dlchd_moon_pressuresuit_takeo_mpc|xmodel|zone_source/core_mod.zone|csv
526,image,i_t7_ba_izuna_kimono_c,279,393216,|mc/mtl_t7_ba_izuna_kimono|material|c_t7_zm_dlchd_moon_pressuresuit_takeo_mpc|xmodel|zone_source/core_mod.zone|csv
527,material,mc/mtl_t7_ba_izuna_kimono,857,0,|c_t7_zm_dlchd_moon_pressuresuit_takeo_mpc|xmodel|zone_source/core_mod.zone|csv
528,image,i_t7_ba_izuna_tail_c,277,1441792,|mc/mtl_t7_ba_izuna_tail|material|c_t7_zm_dlchd_moon_pressuresuit_takeo_mpc|xmodel|zone_source/core_mod.zone|csv
529,material,mc/mtl_t7_ba_izuna_tail,859,0,|c_t7_zm_dlchd_moon_pressuresuit_takeo_mpc|xmodel|zone_source/core_mod.zone|csv
530,xmodelmesh,t7_ba_izuna_fb45d2de83,1816,3965968,|c_t7_zm_dlchd_moon_pressuresuit_takeo_mpc|xmodel|zone_source/core_mod.zone|csv
531,xmodel,c_t7_zm_dlchd_waw_takeo_mpc_fb,6336,0,|zone_source/core_mod.zone|csv
532,material,mc/mtl_t7_ba_izuna_clothes_hands,872,0,|c_t7_zm_dlchd_takeo_waw_viewhands|xmodel|zone_source/core_mod.zone|csv
533,xmodelmesh,t7_ba_izuna_viewhands152e14e1,504,271040,|c_t7_zm_dlchd_takeo_waw_viewhands|xmodel|zone_source/core_mod.zone|csv
534,xmodel,c_t7_zm_dlchd_takeo_waw_viewhands,3568,0,|zone_source/core_mod.zone|csv
535,xmodelmesh,t7_ba_izuna_viewlegsbcc75d91,1072,1101472,|c_t7_zm_dlchd_takeo_waw_viewlegs|xmodel|zone_source/core_mod.zone|csv
536,xmodel,c_t7_zm_dlchd_takeo_waw_viewlegs,5420,0,|zone_source/core_mod.zone|csv
537,xmodelmesh,t7_ba_izuna_viewbodye278ab5b,944,1479088,|t7_ba_izuna_viewbody|xmodel|pbt_ba_body_izuna|playerbodystyle|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
538,xmodel,t7_ba_izuna_viewbody,5844,0,|pbt_ba_body_izuna|playerbodystyle|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
539,image,uie_t7_zm_hud_score_char3,256,129248,|pbt_zm_dempsey|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
540,image,uie_t7_zm_hud_score_hare,281,131072,|pbt_zm_body_dempsey_dlc2|playerbodystyle|pbt_zm_dempsey|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
